,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
132,CJ72056,California,8013.9,No,Basic,Bachelor,2011-01-17,Employed,M,65636,Suburban,Married,67,15,72,0,2,Personal Auto,Personal L2,Offer2,Call Center,321.6,Four-Door Car,Medsize,A,1
133,ZY20779,Washington,4979.08,No,Basic,High School or Below,2011-01-29,Unemployed,M,0,Suburban,Single,71,17,57,0,5,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,A,1
134,BP28492,Arizona,4834.71,Yes,Basic,College,2011-01-31,Employed,F,38713,Suburban,Divorced,66,31,69,4,6,Corporate Auto,Corporate L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,A,1
135,AN67558,Nevada,3288.21,No,Basic,College,2011-01-16,Unemployed,M,0,Suburban,Single,102,16,1,1,1,Personal Auto,Personal L3,Offer1,Call Center,734.4,SUV,Large,A,1
136,ZJ90079,Arizona,5525.47,No,Basic,College,2011-02-01,Employed,F,64816,Suburban,Married,69,30,33,0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small,A,2
137,GS85403,Washington,9031.21,Yes,Extended,Master,2011-02-23,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Corporate L2,Offer1,Branch,650.52,Sports Car,Medsize,A,2
138,SK95364,California,4620.39,No,Extended,College,2011-02-26,Unemployed,F,0,Suburban,Single,130,11,0,0,1,Personal Auto,Personal L2,Offer3,Agent,936.0,SUV,Medsize,A,2
139,UI80897,Washington,5552.6,No,Basic,High School or Below,2011-02-27,Employed,M,50470,Suburban,Divorced,71,1,87,0,8,Corporate Auto,Corporate L2,Offer4,Call Center,377.5,Two-Door Car,Large,A,2
140,OJ65428,Nevada,3842.03,No,Premium,College,2011-01-19,Disabled,M,27906,Suburban,Divorced,102,5,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize,A,1
141,WP64059,California,5093.38,No,Basic,Bachelor,2011-01-06,Employed,F,91814,Urban,Married,63,30,99,0,3,Personal Auto,Personal L1,Offer3,Call Center,167.04,Two-Door Car,Medsize,A,1
142,IP52990,Oregon,16794.31,No,Basic,High School or Below,2011-02-24,Employed,F,38399,Urban,Married,106,12,6,0,2,Personal Auto,Personal L3,Offer2,Web,368.89,SUV,Medsize,A,2
143,VF36700,Oregon,24278.1,No,Extended,Master,2011-02-26,Retired,F,20983,Urban,Single,97,10,52,1,2,Personal Auto,Personal L2,Offer1,Branch,451.75,Four-Door Car,Medsize,A,2
144,NR16284,California,7462.93,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L3,Offer2,Call Center,7.35,Two-Door Car,Small,A,1
145,AB13432,California,3735.84,No,Basic,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,A,1
146,XX53620,Oregon,2891.27,No,Basic,Bachelor,2011-02-02,Employed,F,80590,Rural,Married,71,4,19,0,1,Corporate Auto,Corporate L3,Offer4,Branch,134.16,Four-Door Car,Small,A,2
147,AZ38648,Washington,11981.98,Yes,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,257.25,Two-Door Car,Medsize,A,1
148,HB24005,California,2347.05,No,Basic,College,2011-02-02,Employed,M,31617,Urban,Single,62,17,29,1,1,Personal Auto,Personal L1,Offer1,Agent,244.27,Four-Door Car,Medsize,A,2
149,AV76907,Oregon,4282.95,Yes,Basic,College,2011-02-26,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.94,SUV,Medsize,A,2
150,ER97256,Arizona,5380.9,Yes,Basic,College,2011-02-24,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,A,2
151,CJ97736,Oregon,5828.18,No,Basic,College,2011-02-16,Employed,F,31364,Suburban,Married,74,28,47,0,3,Personal Auto,Personal L3,Offer2,Web,461.27,Four-Door Car,Small,A,2
152,AZ64856,California,5048.05,No,Extended,High School or Below,2011-02-17,Employed,F,34452,Suburban,Married,126,2,51,0,1,Personal Auto,Personal L1,Offer4,Agent,604.8,SUV,Large,A,2
153,SA88518,Oregon,7737.27,No,Basic,College,2011-01-19,Employed,F,50296,Rural,Married,65,26,62,1,2,Personal Auto,Personal L2,Offer1,Call Center,46.8,Two-Door Car,Medsize,A,1
154,ED61615,California,7950.18,No,Basic,High School or Below,2011-01-21,Employed,M,26189,Suburban,Single,69,6,42,0,2,Personal Auto,Personal L2,Offer3,Agent,331.2,Four-Door Car,Small,A,1
155,JG35886,California,4111.89,No,Premium,College,2011-01-21,Employed,F,65085,Urban,Married,103,20,55,0,1,Personal Auto,Personal L2,Offer2,Call Center,480.07,Four-Door Car,Medsize,A,1
156,MW48891,Washington,8007.4,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,Sports Car,Medsize,A,1
157,DB26077,Arizona,4873.44,No,Extended,High School or Below,2011-01-05,Retired,F,18866,Suburban,Married,126,4,62,0,1,Personal Auto,Personal L2,Offer3,Call Center,604.8,SUV,Medsize,A,1
158,RL31641,Oregon,2252.42,No,Basic,College,2011-01-29,Unemployed,F,0,Suburban,Single,65,13,84,0,1,Personal Auto,Personal L3,Offer3,Web,468.0,Two-Door Car,Medsize,A,1
159,KX55910,Oregon,4957.03,No,Basic,College,2011-01-15,Employed,F,62803,Suburban,Married,62,16,12,0,5,Personal Auto,Personal L3,Offer2,Web,400.96,Two-Door Car,Small,A,1
160,PJ86059,Oregon,2655.86,No,Basic,High School or Below,2011-01-04,Employed,F,83460,Suburban,Divorced,66,20,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443.45,Four-Door Car,Medsize,A,1
161,QB47024,Washington,5898.73,No,Extended,Bachelor,2011-02-17,Employed,F,53998,Suburban,Divorced,78,5,38,5,8,Personal Auto,Personal L3,Offer1,Call Center,414.52,Four-Door Car,Medsize,A,2
162,LG64797,California,17723.76,No,Extended,College,2011-02-18,Employed,F,25771,Suburban,Married,222,21,58,0,4,Personal Auto,Personal L1,Offer1,Branch,1253.98,Luxury SUV,Medsize,A,2
163,TP34946,California,5108.04,No,Basic,College,2011-01-09,Disabled,M,26784,Suburban,Married,67,14,82,0,8,Corporate Auto,Corporate L3,Offer3,Branch,482.4,Four-Door Car,Medsize,A,1
164,OO63074,California,4517.91,No,Basic,Bachelor,2011-02-09,Medical Leave,F,25261,Suburban,Married,118,31,9,0,1,Personal Auto,Personal L3,Offer4,Branch,566.4,SUV,Medsize,A,2
165,JL70559,Arizona,5310.86,No,Basic,College,2011-02-02,Unemployed,F,0,Suburban,Married,72,17,11,1,3,Personal Auto,Personal L1,Offer1,Branch,345.6,Four-Door Car,Small,A,2
166,TW73441,Nevada,2773.46,No,Basic,High School or Below,2011-01-26,Employed,F,73478,Urban,Married,68,2,38,0,1,Personal Auto,Personal L2,Offer2,Call Center,241.89,Four-Door Car,Medsize,A,1
167,PZ47901,Arizona,5504.14,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,A,2
168,FV22585,California,6960.92,No,Extended,College,2011-02-04,Employed,M,74487,Rural,Divorced,88,8,86,0,3,Personal Auto,Personal L1,Offer1,Call Center,16.71,Four-Door Car,Medsize,A,2
169,AU23837,California,5010.38,No,Basic,Bachelor,2011-01-19,Employed,F,64014,Urban,Single,63,15,27,0,7,Corporate Auto,Corporate L3,Offer1,Agent,295.87,Four-Door Car,Large,A,1
170,YN39714,Oregon,8488.56,No,Basic,High School or Below,2011-01-04,Employed,F,80213,Suburban,Married,70,12,17,0,2,Personal Auto,Personal L3,Offer1,Branch,440.27,Two-Door Car,Medsize,A,1
171,HX74855,Washington,2471.53,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L3,Offer2,Agent,114.27,Two-Door Car,Medsize,A,1
172,ME44353,Oregon,5876.05,No,Basic,College,2011-02-09,Employed,F,32848,Urban,Married,74,15,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250.45,Four-Door Car,Medsize,A,2
173,CV40610,California,12313.16,No,Premium,College,2011-01-17,Unemployed,M,0,Suburban,Single,116,7,57,0,2,Personal Auto,Personal L1,Offer1,Call Center,835.2,Two-Door Car,Medsize,A,1
174,MV69686,Oregon,3982.18,No,Extended,Doctor,2011-01-03,Employed,F,38500,Urban,Married,99,26,49,1,1,Corporate Auto,Corporate L2,Offer1,Agent,423.29,Four-Door Car,Large,A,1
175,IB67546,California,8237.04,No,Basic,Bachelor,2011-01-17,Medical Leave,F,23940,Suburban,Married,107,13,34,0,7,Personal Auto,Personal L3,Offer1,Call Center,513.6,SUV,Small,A,1
176,AV93209,California,12487.58,No,Premium,High School or Below,2011-01-11,Employed,F,31283,Suburban,Married,104,15,3,0,2,Personal Auto,Personal L3,Offer1,Agent,499.2,Four-Door Car,Medsize,A,1
177,OZ41737,Oregon,5366.78,No,Basic,Doctor,2011-02-22,Unemployed,F,0,Urban,Married,70,5,29,0,4,Personal Auto,Personal L2,Offer1,Agent,223.17,Four-Door Car,Large,A,2
178,QQ39596,Arizona,2517.53,No,Basic,College,2011-02-26,Unemployed,F,0,Rural,Married,69,15,71,0,1,Personal Auto,Personal L3,Offer2,Call Center,42.1,Four-Door Car,Medsize,A,2
179,DQ19343,California,5583.07,No,Basic,High School or Below,2011-02-22,Employed,F,57925,Urban,Single,72,33,13,1,3,Corporate Auto,Corporate L2,Offer1,Agent,204.62,Two-Door Car,Medsize,A,2
180,IG89777,California,7356.56,No,Extended,High School or Below,2011-01-09,Employed,M,81145,Urban,Married,92,34,92,0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321.06,Two-Door Car,Large,A,1
181,SH48087,California,10144.31,No,Extended,College,2011-01-29,Medical Leave,F,27231,Suburban,Married,88,0,7,0,2,Personal Auto,Personal L2,Offer1,Branch,422.4,Four-Door Car,Medsize,A,1
182,FL82372,Oregon,8672.19,No,Basic,College,2011-01-26,Employed,F,22547,Suburban,Divorced,112,7,60,0,3,Corporate Auto,Corporate L3,Offer1,Agent,537.6,SUV,Medsize,A,1
183,WJ57919,California,2674.73,Yes,Basic,College,2011-02-15,Employed,M,56342,Suburban,Single,69,12,89,0,1,Special Auto,Special L3,Offer2,Call Center,331.2,Four-Door Car,Small,A,2
184,CI60365,California,34611.38,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090,Suburban,Married,109,10,59,0,2,Special Auto,Special L3,Offer2,Agent,523.2,Sports Car,Medsize,A,1
185,DR84620,California,8071.33,No,Basic,Bachelor,2011-02-07,Employed,M,72149,Rural,Married,101,18,43,0,6,Personal Auto,Personal L2,Offer2,Call Center,69.31,SUV,Medsize,A,2
186,BG42047,Nevada,2511.94,No,Basic,College,2011-01-15,Medical Leave,M,17658,Suburban,Married,65,10,44,0,1,Personal Auto,Personal L3,Offer3,Web,312.0,Four-Door Car,Medsize,A,1
187,AF41118,California,7255.71,No,Extended,College,2011-01-05,Medical Leave,M,10710,Suburban,Married,94,12,33,0,7,Personal Auto,Personal L2,Offer1,Branch,451.2,Two-Door Car,Small,A,1
188,QQ25666,Arizona,14510.75,No,Basic,High School or Below,2011-01-25,Employed,M,60120,Urban,Married,182,30,21,0,6,Personal Auto,Personal L3,Offer2,Branch,716.47,Luxury Car,Medsize,A,1
189,OK31456,California,11009.13,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16,43,0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A,1
190,VZ18907,California,21991.62,No,Basic,College,2011-01-12,Employed,F,80807,Rural,Married,109,1,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132.14,SUV,Large,A,1
191,YU79270,Arizona,4633.34,No,Basic,College,2011-01-15,Medical Leave,M,27132,Suburban,Single,63,32,59,1,4,Personal Auto,Personal L1,Offer1,Branch,302.4,Four-Door Car,Medsize,A,1
192,WK18603,California,5272.52,No,Basic,Doctor,2011-02-18,Employed,M,85607,Rural,Single,66,26,1,0,3,Personal Auto,Personal L2,Offer2,Agent,67.65,Four-Door Car,Medsize,A,2
193,JK90180,Arizona,4340.09,No,Basic,College,2011-01-06,Unemployed,M,0,Suburban,Single,62,22,39,0,6,Personal Auto,Personal L2,Offer3,Branch,446.4,Four-Door Car,Medsize,A,1
194,KC22636,California,5488.93,No,Basic,High School or Below,2011-02-17,Employed,F,33881,Rural,Married,68,11,83,0,9,Personal Auto,Personal L3,Offer2,Web,65.66,Four-Door Car,Large,A,2
195,SO43919,California,14228.23,No,Extended,Bachelor,2011-01-16,Employed,M,31650,Suburban,Married,121,25,17,0,2,Personal Auto,Personal L3,Offer1,Branch,580.8,SUV,Medsize,A,1
196,NE29938,California,12840.43,No,Extended,College,2011-02-03,Unemployed,F,0,Suburban,Single,90,1,94,0,2,Personal Auto,Personal L2,Offer1,Call Center,648.0,Two-Door Car,Large,A,2
197,WW30771,Arizona,2673.32,No,Basic,Master,2011-02-13,Employed,M,28728,Suburban,Married,67,8,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321.6,Four-Door Car,Small,A,2
198,BL29046,Oregon,5332.46,Yes,Basic,Doctor,2011-02-22,Employed,F,68931,Urban,Married,66,32,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309.58,Four-Door Car,Medsize,A,2
199,LN50325,Arizona,10064.61,No,Extended,High School or Below,2011-02-03,Employed,F,20440,Suburban,Married,128,11,54,2,9,Corporate Auto,Corporate L3,Offer3,Branch,614.4,Sports Car,Medsize,A,2
200,TL43709,Washington,8972.14,No,Basic,Bachelor,2011-01-27,Employed,M,89689,Rural,Divorced,74,15,4,0,2,Personal Auto,Personal L3,Offer1,Branch,136.83,Four-Door Car,Large,A,1
201,VQ65197,California,8197.2,No,Basic,College,2011-01-06,Unemployed,F,0,Suburban,Married,110,27,87,0,3,Personal Auto,Personal L3,Offer2,Agent,528.0,SUV,Medsize,A,1
202,VQ97965,Oregon,3514.21,No,Extended,Bachelor,2011-02-23,Employed,F,73643,Rural,Single,89,2,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147.49,Four-Door Car,Medsize,A,2
203,SZ70655,California,4293.01,No,Basic,College,2011-01-31,Unemployed,F,0,Suburban,Single,61,18,15,0,8,Corporate Auto,Corporate L3,Offer1,Agent,292.8,Two-Door Car,Large,A,1
204,QP69826,Arizona,3567.5,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Offer2,Agent,660.43,SUV,Medsize,A,1
205,YZ19736,Arizona,2580.85,Yes,Basic,College,2011-02-09,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,A,2
206,CP92616,Nevada,46805.22,No,Extended,High School or Below,2011-02-25,Employed,M,83006,Urban,Married,235,8,61,1,2,Personal Auto,Personal L1,Offer3,Agent,1065.05,Luxury SUV,Small,A,2
207,NX37589,Washington,2666.98,No,Basic,Bachelor,2011-02-08,Employed,F,79251,Suburban,Married,67,10,32,1,1,Personal Auto,Personal L3,Offer2,Web,321.6,Four-Door Car,Medsize,A,2
208,UT21323,California,13057.01,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,190,9,67,0,7,Personal Auto,Personal L3,Offer3,Branch,1833.18,Luxury SUV,Small,A,2
209,CM78608,California,5823.16,No,Basic,High School or Below,2011-01-31,Employed,F,88359,Rural,Divorced,73,1,49,0,9,Personal Auto,Personal L3,Offer2,Call Center,35.92,Two-Door Car,Medsize,A,1
210,GU41198,California,9536.34,No,Extended,Bachelor,2011-01-07,Employed,F,62421,Suburban,Divorced,80,22,50,2,2,Corporate Auto,Corporate L3,Offer1,Call Center,384.0,Four-Door Car,Medsize,A,1
211,YB42706,Nevada,8107.27,No,Extended,College,2011-01-23,Unemployed,M,0,Suburban,Married,76,0,91,0,2,Corporate Auto,Corporate L1,Offer3,Branch,364.8,Two-Door Car,Small,A,1
212,UX91266,California,3484.14,No,Extended,Bachelor,2011-01-10,Employed,M,34307,Rural,Divorced,92,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186.03,Four-Door Car,Medsize,A,1
213,WO53546,Oregon,34039.06,No,Basic,College,2011-01-28,Unemployed,M,0,Suburban,Divorced,104,26,66,0,2,Personal Auto,Personal L3,Offer2,Agent,499.2,Sports Car,Medsize,A,1
214,ZX85480,Washington,7995.44,No,Basic,High School or Below,2011-01-02,Employed,F,66685,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38.76,Two-Door Car,Large,A,1
215,NS57426,Arizona,11611.95,No,Extended,Bachelor,2011-02-11,Employed,M,28915,Suburban,Single,76,10,49,0,2,Personal Auto,Personal L3,Offer4,Web,364.8,Four-Door Car,Medsize,A,2
216,QJ22057,Nevada,4454.1,No,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Single,68,5,72,1,3,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Large,A,2
217,FZ79470,Arizona,5395.35,No,Basic,Bachelor,2011-02-24,Unemployed,F,0,Suburban,Married,74,13,30,0,4,Personal Auto,Personal L2,Offer3,Web,355.2,Four-Door Car,Medsize,A,2
218,EM29019,Arizona,8447.89,No,Basic,Bachelor,2011-02-18,Employed,F,61337,Rural,Married,105,35,46,0,9,Personal Auto,Personal L2,Offer1,Call Center,2.54,SUV,Medsize,A,2
219,VE64781,Arizona,2927.07,No,Basic,Bachelor,2011-02-14,Employed,F,75685,Suburban,Married,73,35,47,0,1,Personal Auto,Personal L3,Offer2,Agent,369.92,Four-Door Car,Small,A,2
220,ZS94723,Arizona,2960.03,No,Extended,High School or Below,2011-02-05,Unemployed,F,0,Suburban,Single,82,0,28,0,1,Personal Auto,Personal L2,Offer1,Agent,590.4,Four-Door Car,Medsize,A,2
221,UB51030,Washington,6582.45,No,Basic,High School or Below,2011-02-15,Unemployed,F,0,Suburban,Single,62,3,44,0,2,Special Auto,Special L3,Offer1,Agent,297.6,Four-Door Car,Medsize,A,2
222,IN65727,Washington,2693.53,No,Basic,Master,2011-01-15,Employed,F,63684,Suburban,Single,68,15,87,0,1,Personal Auto,Personal L3,Offer2,Agent,343.89,Two-Door Car,Medsize,A,1
223,IE36279,California,2844.85,No,Basic,Bachelor,2011-02-06,Employed,M,80306,Suburban,Divorced,71,11,12,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize,A,2
224,KL65897,California,6331.34,No,Extended,Bachelor,2011-02-21,Unemployed,F,0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94.71,Four-Door Car,Medsize,A,2
225,BT20606,Arizona,5837.53,No,Basic,Doctor,2011-01-10,Employed,M,83308,Suburban,Married,73,15,81,0,7,Personal Auto,Personal L2,Offer3,Agent,419.47,Four-Door Car,Medsize,A,1
226,VK57280,California,4727.35,No,Basic,Bachelor,2011-01-03,Unemployed,M,0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Offer2,Call Center,345.6,Four-Door Car,Medsize,A,1
227,BW80872,Washington,4434.41,No,Premium,High School or Below,2011-01-13,Employed,M,34549,Rural,Married,111,8,78,0,1,Personal Auto,Personal L2,Offer2,Web,125.93,Four-Door Car,Medsize,A,1
228,XQ51968,California,5568.95,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L3,Offer1,Agent,407.44,Two-Door Car,Medsize,A,1
229,EP29567,Washington,7031.46,No,Extended,Master,2011-01-24,Retired,M,16224,Suburban,Married,93,13,55,0,9,Corporate Auto,Corporate L1,Offer3,Web,498.45,Four-Door Car,Medsize,A,1
230,AX70794,California,2449.32,No,Basic,High School or Below,2011-02-04,Employed,M,47122,Suburban,Single,62,6,77,0,1,Personal Auto,Personal L2,Offer2,Branch,297.6,Two-Door Car,Medsize,A,2
231,NJ46849,Arizona,2504.44,No,Basic,College,2011-01-09,Unemployed,M,0,Suburban,Single,69,23,15,0,1,Personal Auto,Personal L2,Offer2,Branch,496.8,Four-Door Car,Medsize,A,1
232,WH20102,California,9095.05,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556.8,SUV,Medsize,A,1
233,QO86948,Nevada,8071.65,No,Basic,High School or Below,2011-02-18,Unemployed,M,0,Suburban,Single,112,3,84,0,7,Personal Auto,Personal L3,Offer1,Web,806.4,SUV,Small,A,2
234,DN14211,Oregon,15032.9,No,Basic,College,2011-01-17,Medical Leave,M,17150,Suburban,Married,65,28,19,0,2,Personal Auto,Personal L2,Offer1,Agent,689.8,Two-Door Car,Medsize,A,1
235,GL66847,Arizona,8256.3,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159.38,Two-Door Car,Medsize,A,1
236,YJ16163,Oregon,11009.13,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16,43,0,1,Special Auto,Special L3,Offer2,Agent,1358.4,Luxury Car,Medsize,A,1
237,QT27514,California,5318.9,Yes,Basic,Bachelor,2011-01-12,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321.6,Four-Door Car,Small,A,1
238,QF17381,Arizona,4733.51,No,Basic,Bachelor,2011-01-06,Unemployed,F,0,Suburban,Married,62,5,41,0,3,Corporate Auto,Corporate L3,Offer1,Agent,740.84,Four-Door Car,Small,A,1
239,BL90769,California,33473.35,Yes,Basic,Bachelor,2011-01-11,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508.8,SUV,Medsize,A,1
240,LH26563,Oregon,4550.86,No,Premium,High School or Below,2011-02-08,Disabled,F,17913,Suburban,Married,116,0,39,0,1,Personal Auto,Personal L3,Offer3,Web,556.8,Four-Door Car,Small,A,2
241,WK24299,California,4772.94,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,A,2
242,MN74944,Arizona,6285.15,No,Extended,College,2011-02-28,Employed,M,52210,Suburban,Married,80,6,74,0,9,Personal Auto,Personal L1,Offer1,Branch,384.0,Four-Door Car,Medsize,A,2
243,LE65901,Oregon,4434.94,No,Basic,Bachelor,2011-02-20,Employed,F,58082,Rural,Married,112,31,66,1,1,Personal Auto,Personal L3,Offer1,Call Center,103.02,SUV,Medsize,A,2
244,OO72857,Oregon,17254.04,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Married,69,33,49,1,2,Personal Auto,Personal L1,Offer1,Agent,331.2,Four-Door Car,Medsize,A,1
245,FP34904,Oregon,2915.61,No,Basic,College,2011-01-08,Employed,M,86599,Suburban,Married,73,32,89,0,1,Corporate Auto,Corporate L1,Offer2,Web,350.4,Four-Door Car,Medsize,A,1
246,MR60878,Oregon,15762.53,No,Basic,Bachelor,2011-02-15,Employed,F,44362,Rural,Married,66,15,75,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,142.11,Four-Door Car,Small,A,2
247,CY45848,Oregon,4273.59,No,Premium,Bachelor,2011-01-30,Employed,F,82214,Rural,Married,106,11,19,1,1,Personal Auto,Personal L1,Offer3,Branch,239.14,Four-Door Car,Medsize,A,1
248,BC66921,Nevada,2816.57,No,Basic,High School or Below,2011-02-16,Employed,F,41228,Suburban,Single,71,19,13,0,1,Personal Auto,Personal L3,Offer1,Branch,340.8,Four-Door Car,Small,A,2
249,FM52759,Nevada,5548.03,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331.2,Four-Door Car,Medsize,A,1
250,HH30454,Oregon,32654.84,No,Premium,Bachelor,2011-02-23,Unemployed,M,0,Suburban,Single,153,7,75,0,2,Personal Auto,Personal L3,Offer3,Branch,1101.6,SUV,Medsize,A,2
